"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Update System Config dynamically for PASSWORD_POLICY or USER_SESSION","0","PatchSystemConfigV2 - REQUIRE_NUMBER decimal value","API_Regression_Suite","2026-03-18","skipped","2026-03-18","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PatchSystemConfigV2"
"Update Car and Validate Response","1120","PutUpdateCar - owner_type too long string","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","Autochek_API_Automation","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","PutUpdateCar"
"Negative test for Create System Config V2","0","PostSystemConfigV2 - DISALLOW_WHITESPACES decimal value","API_Regression_Suite","2026-03-18","skipped","2026-03-18","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PostSystemConfigV2"
"Create Inspection for the carID generated in Car Creation","396","PostCreateInspection - Invalid code longer than 2 chars","API_Regression_Suite","2026-03-18","failed","2026-03-18","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","Autochek_API_Automation","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","PostCreateInspection"
"Negative test for Create System Config V2","0","PostSystemConfigV2 - MAX_LENGTH huge number","API_Regression_Suite","2026-03-18","skipped","2026-03-18","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PostSystemConfigV2"
"","360","UpdateFranchise - account_name with long string","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","UpdateFranchise"
"Validates GET /v1/inventory/body_type with dynamic parameters - Negative Test","397","GetBodyTypeNegative - Pass numeric value as field","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.InventoryService.DynamicResponseNegative","Autochek_API_Automation","autochek_api_negative.InventoryService.DynamicResponseNegative","GetBodyTypeNegative"
"","623","CreateFranchise - address as html","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","CreateFranchise"
"Submit Loan Customer Preferences","400","SubmitLoanPreferencesNegative - interestRateType spaces only","API_Regression_Suite","2026-03-18","failed","2026-03-18","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"Validates GET /v1/inventory/body_type with dynamic parameters - Negative Test","398","GetBodyTypeNegative - Pass only whitespace in fields","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.InventoryService.DynamicResponseNegative","Autochek_API_Automation","autochek_api_negative.InventoryService.DynamicResponseNegative","GetBodyTypeNegative"
"","1210","PostUserSignUpV2 - Verify signup with country = NG","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_positive.UserService.UserServiceV2","Autochek_API_Automation","autochek_api_positive.UserService.UserServiceV2","PostUserSignUpV2"
"Submit Loan Customer Preferences","499","SubmitLoanPreferencesNegative - vehicleDiscount symbol","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"","359","UpdateFranchise - address whitespace only","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","UpdateFranchise"
"","570","CreateFranchise - onboarding_source is boolean true","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","CreateFranchise"
"","362","UpdateFranchise - city ID is empty string","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","UpdateFranchise"
"Update System Config dynamically for PASSWORD_POLICY or USER_SESSION","1","PatchSystemConfigV2 - REQUIRE_UPPERCASE array structure passed","API_Regression_Suite","2026-03-18","skipped","2026-03-18","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PatchSystemConfigV2"
"Submit Loan Customer Preferences","388","SubmitLoanPreferencesNegative - upfrontMaintenancePlan numeric instead of boolean","API_Regression_Suite","2026-03-18","failed","2026-03-18","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"Validates GET /v2/origination/sources with dynamic parameters - Negative Test","447","GetBanksListNegative - country is one character","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","Autochek_API_Automation","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","GetBanksListNegative"
"","1119","CreateFranchise - is_anchor = ""false"" (string)","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","CreateFranchise"
"Validates GET /v2/origination/sources with dynamic parameters - Negative Test","1097","GetBanksListNegative - country is number","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","Autochek_API_Automation","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","GetBanksListNegative"
"Validates GET /v1/inventory/trims with dynamic parameters - Negative Test","407","GetTrimsNegative - Validate response when passing mix of valid and invalid fields","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.InventoryService.DynamicResponseNegative","Autochek_API_Automation","autochek_api_negative.InventoryService.DynamicResponseNegative","GetTrimsNegative"
"Update Car and Validate Response","554","PutUpdateCar - created_by script injection","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","Autochek_API_Automation","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","PutUpdateCar"
"Validates GET /v1/inspection with dynamic parameters - Negative Test","387","GetInspectionNegative - Validate API fails when passing multiple unrelated top-level relations","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.InventoryService.DynamicResponseNegative","Autochek_API_Automation","autochek_api_negative.InventoryService.DynamicResponseNegative","GetInspectionNegative"
"Validates GET /v1/inventory/car with dynamic parameters - Negative Test","394","GetCarListNegative - Validate API fails when passing special characters as relation value","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.InventoryService.DynamicResponseNegative","Autochek_API_Automation","autochek_api_negative.InventoryService.DynamicResponseNegative","GetCarListNegative"
"","638","CreateFranchise - street_name is null","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","CreateFranchise"
"","1120","CreateFranchise - latitude = ""abc""","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","CreateFranchise"
"Validates GET /v2/origination/offers with dynamic parameters - Positive Test","476","GetOffersListNegative - page_size is float","API_Regression_Suite","2026-03-18","passed","2026-03-18","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","Autochek_API_Automation","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","GetOffersListNegative"
