"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Submit Loan Customer Preferences","1404","SubmitLoanPreferencesNegative - Monthly Payment above max allowed","API_Regression_Suite","2026-03-25","passed","2026-03-25","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"Update Car and Validate Response","0","InspectionRequest","API_Regression_Suite","2026-03-25","skipped","2026-03-25","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","Autochek_API_Automation","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","InspectionRequest"
"","931","UpdateFranchise - city is numeric","API_Regression_Suite","2026-03-25","passed","2026-03-25","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","UpdateFranchise"
"","792","CreateFranchise - house_no has special characters","API_Regression_Suite","2026-03-25","passed","2026-03-25","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","CreateFranchise"
"","797","CreateFranchise - longitude is boolean true","API_Regression_Suite","2026-03-25","passed","2026-03-25","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","CreateFranchise"
"Update System Config dynamically for PASSWORD_POLICY or USER_SESSION","0","PatchSystemConfigV2 - REQUIRE_UPPERCASE zero value","API_Regression_Suite","2026-03-25","skipped","2026-03-25","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PatchSystemConfigV2"
"","441","GetFranchiseByID - encoded malicious string","API_Regression_Suite","2026-03-25","passed","2026-03-25","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","GetFranchiseByID"
"Fetching loan by ID","515","GetLoanById","API_Regression_Suite","2026-03-25","failed","2026-03-25","autochek_api_positive.OriginationService.ResponsePayloadReductionV2APIs","Autochek_API_Automation","autochek_api_positive.OriginationService.ResponsePayloadReductionV2APIs","GetLoanById"
"","0","PostDisableUserV2Negative - Send XSS payload as token","API_Regression_Suite","2026-03-25","skipped","2026-03-25","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PostDisableUserV2Negative"
"Validates GET /v1/inventory/car with dynamic parameters - Positive Test","1","GetCarList - Validate both include and exclude in fields for nested model","API_Regression_Suite","2026-03-25","skipped","2026-03-25","autochek_api_positive.InventoryService.DynamicResponsePositive","Autochek_API_Automation","autochek_api_positive.InventoryService.DynamicResponsePositive","GetCarList"
"Validates GET /v2/origination/banks with dynamic parameters - Positive Test","601","GetBanksList - country is UG","API_Regression_Suite","2026-03-25","passed","2026-03-25","autochek_api_positive.OriginationService.ResponsePayloadReductionV2APIs","Autochek_API_Automation","autochek_api_positive.OriginationService.ResponsePayloadReductionV2APIs","GetBanksList"
