"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","343","UpdateFranchise - is_anchor = 0","API_Regression_Suite","2026-03-09","passed","2026-03-09","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","UpdateFranchise"
"","744","CreateFranchise - is_anchor = null","API_Regression_Suite","2026-03-09","passed","2026-03-09","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","CreateFranchise"
"Update Car and Validate Response","0","PutUpdateCar - state with whitespace only","API_Regression_Suite","2026-03-09","skipped","2026-03-09","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","Autochek_API_Automation","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","PutUpdateCar"
"Validates GET /v2/origination/loans with dynamic parameters - Negative Test","0","GetLoansListNegative - country is boolean","API_Regression_Suite","2026-03-09","skipped","2026-03-09","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","Autochek_API_Automation","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","GetLoansListNegative"
"","348","GetFranchiseByID - integer as id","API_Regression_Suite","2026-03-09","passed","2026-03-09","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","GetFranchiseByID"
"","1039","CreateFranchise - longitude as array","API_Regression_Suite","2026-03-09","passed","2026-03-09","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","CreateFranchise"
"","364","UpdateFranchise - display_address is null","API_Regression_Suite","2026-03-09","passed","2026-03-09","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","UpdateFranchise"
"","0","PostLookUpV2Negative - Identifier has only domain without name","API_Regression_Suite","2026-03-09","skipped","2026-03-09","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PostLookUpV2Negative"
"Update Car and Validate Response","0","PutUpdateCar - city as empty","API_Regression_Suite","2026-03-09","skipped","2026-03-09","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","Autochek_API_Automation","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","PutUpdateCar"
"Validates GET /v1/inventory/inspection_request with dynamic parameters - Negative Test","0","GetInspectionRequestNegative - Try SQL injection style value","API_Regression_Suite","2026-03-09","skipped","2026-03-09","autochek_api_negative.InventoryService.DynamicResponseNegative","Autochek_API_Automation","autochek_api_negative.InventoryService.DynamicResponseNegative","GetInspectionRequestNegative"
"Validates GET /v1/inventory/car with dynamic parameters - Negative Test","1","GetCarListNegative - Pass nested relation not supported","API_Regression_Suite","2026-03-09","skipped","2026-03-09","autochek_api_negative.InventoryService.DynamicResponseNegative","Autochek_API_Automation","autochek_api_negative.InventoryService.DynamicResponseNegative","GetCarListNegative"
"","341","UpdateFranchise - onboarding_source is boolean false","API_Regression_Suite","2026-03-09","passed","2026-03-09","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","UpdateFranchise"
"","0","GetTyreSpecsAfterUpdateCar","API_Regression_Suite","2026-03-09","skipped","2026-03-09","autochek_api_positive.DetachTyreSpecification.DetachTyreSpecificationPositive","Autochek_API_Automation","autochek_api_positive.DetachTyreSpecification.DetachTyreSpecificationPositive","GetTyreSpecsAfterUpdateCar"
